ID,class,CISP,area_cisp,regiao,hom_doloso,lesao_corp_morte,latrocinio,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,encontro_cadaver,encontro_ossada,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,cump_mandado_prisao,ameaca,pessoas_desaparecidas,hom_por_interv_policial,armas_apreendidas,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade
150,Ano Comum,28,189,1,1,0,1,5,63,1,0,34,0,0,12,0,71,3,23,12,0,0,10,0,0,62,15,0,42,0,1,0,6,4,1,62,4,3,7,0,0,5
151,Ano Comum,29,88,1,6,0,0,2,55,1,2,40,1,0,23,0,76,2,49,16,0,0,37,1,0,65,32,0,128,0,0,0,5,6,0,37,2,4,3,0,0,10
152,Ano Comum,30,9,1,10,0,1,1,99,3,1,33,3,0,6,3,86,2,34,8,0,0,19,1,0,63,30,0,70,0,0,0,8,3,3,71,12,3,8,0,0,14
153,Ano Comum,31,142,1,2,0,0,0,7,0,0,1,0,0,0,1,4,0,1,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,2
154,Ano Comum,32,983,1,9,0,0,5,191,10,1,69,2,0,21,5,50,12,24,5,0,0,21,1,0,45,13,0,101,0,0,0,13,17,5,150,7,0,28,0,0,9
155,Ano Comum,33,546,1,7,0,0,1,100,1,5,65,7,0,4,1,60,8,31,10,0,0,7,0,0,63,28,0,108,0,0,0,7,9,0,87,6,0,29,0,0,7
156,Ano Comum,34,678,1,13,0,0,9,124,6,3,40,5,0,13,2,104,27,45,11,0,0,23,0,0,61,33,0,117,0,0,0,14,35,5,79,6,2,67,0,0,15
157,Ano Comum,35,3087,1,27,0,0,11,265,9,10,129,15,0,25,5,105,7,39,27,0,0,17,0,0,79,45,0,268,0,2,0,23,17,11,214,22,0,27,0,0,27
158,Ano Comum,36,1525,1,19,0,0,15,177,9,1,47,12,0,10,4,33,11,20,21,1,0,9,1,0,25,14,0,82,0,0,0,8,14,9,111,9,5,16,0,0,24
159,Ano Comum,37,414,1,4,0,0,8,89,1,2,52,5,1,6,1,110,15,28,20,2,0,20,1,0,83,24,0,102,0,0,0,25,10,8,85,5,3,12,0,0,7
160,Ano Comum,38,158,1,5,0,1,10,76,1,0,17,1,0,15,0,124,21,20,13,0,0,15,0,0,94,38,0,80,0,1,0,12,15,1,51,4,0,18,0,0,6
161,Ano Comum,39,15,1,31,1,0,4,102,0,1,25,3,0,7,2,119,20,36,14,0,0,38,0,0,74,14,0,85,0,0,0,0,10,4,76,10,11,40,0,0,43
162,Ano Comum,40,77,1,8,0,0,7,48,0,1,33,1,0,10,2,51,8,22,12,0,0,14,0,0,36,17,0,32,0,1,0,7,5,1,25,3,4,9,1,0,12
163,Ano Comum,41,188,1,2,0,0,2,48,2,0,40,0,0,15,4,48,1,20,4,0,0,15,1,0,45,31,0,110,0,1,0,10,5,3,57,1,1,5,0,0,3
164,Ano Comum,44,97,1,6,0,0,3,35,2,1,22,0,0,7,0,82,9,14,1,0,0,12,0,0,63,14,0,57,0,0,0,12,8,11,29,7,2,8,0,0,8
165,Ano Comum,48,2838,2,7,0,0,4,29,1,1,7,0,0,4,4,18,8,2,1,0,0,3,1,0,15,1,0,23,0,0,0,0,7,7,19,1,0,7,0,0,7
166,Ano Comum,50,2743,2,5,0,1,3,55,1,3,32,2,0,1,6,6,2,9,1,0,0,3,0,0,7,9,0,48,0,0,0,5,7,5,39,4,1,10,0,0,7
167,Ano Comum,51,1797,2,3,0,0,1,37,1,0,2,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,13,0,0,0,4,2,0,31,3,0,3,0,0,3
168,Ano Comum,52,407,2,2,0,0,2,100,2,2,41,1,0,11,0,68,21,19,3,0,0,17,0,0,50,35,0,71,0,0,0,7,2,17,75,0,0,4,0,0,2
169,Ano Comum,53,339,2,8,0,0,2,81,1,1,11,1,0,4,0,16,1,15,7,0,0,9,0,0,21,6,0,34,0,0,0,2,9,0,76,9,3,3,0,0,11
170,Ano Comum,54,778,2,20,0,1,10,248,5,1,15,2,0,5,2,35,3,14,3,0,0,5,0,0,32,12,0,56,0,0,0,11,16,9,199,14,2,18,0,0,23
171,Ano Comum,55,1576,2,9,0,0,3,67,5,1,15,0,0,6,0,14,9,11,0,0,0,1,0,0,10,2,0,64,0,0,0,3,12,6,45,0,1,22,0,0,10
172,Ano Comum,56,1172,2,20,0,0,3,78,10,5,18,1,0,5,2,40,2,11,4,0,0,4,0,0,35,12,0,34,0,0,0,2,19,0,68,12,1,18,0,0,21
173,Ano Comum,57,186,2,11,0,0,4,94,5,1,13,1,0,11,0,37,1,26,2,0,0,12,0,0,33,29,0,68,0,1,0,6,9,1,54,5,0,9,0,0,11
174,Ano Comum,58,3493,2,21,0,1,9,125,6,5,33,3,0,3,2,45,1,11,8,0,0,5,0,0,34,24,0,44,0,0,0,1,6,2,117,4,3,45,0,0,25
175,Ano Comum,59,408,2,9,0,0,7,167,8,4,92,5,0,25,4,171,24,69,45,1,0,48,0,0,170,32,0,119,0,0,0,19,24,22,155,10,9,27,0,0,18
176,Ano Comum,60,1003,2,14,0,0,7,66,0,4,25,6,0,8,3,49,4,13,21,0,0,5,0,0,36,9,0,62,0,0,0,1,4,2,60,8,2,9,0,0,16
177,Ano Comum,61,2564,2,2,0,0,3,22,1,1,11,2,0,0,1,10,0,0,1,0,0,0,0,0,2,1,0,8,0,0,0,0,0,2,26,1,0,3,0,0,2
178,Ano Comum,62,701,2,10,0,0,3,26,2,1,3,1,0,6,1,23,6,3,5,0,0,0,0,0,14,1,0,14,0,0,0,0,7,0,26,0,1,13,0,0,11
179,Ano Comum,64,352,2,23,1,1,10,205,4,2,49,2,0,10,0,66,12,25,18,0,0,7,0,0,56,31,0,105,0,0,0,21,16,6,120,14,4,24,0,0,29
180,Ano Comum,65,5798,2,5,0,0,3,106,0,5,30,3,0,6,2,8,2,3,3,0,0,1,0,0,7,3,0,56,0,0,0,4,3,0,85,3,0,21,0,0,5
181,Ano Comum,66,1694,2,11,0,0,1,52,0,2,18,0,0,3,0,4,2,2,4,0,0,4,0,0,4,2,0,29,0,0,0,2,15,5,61,4,0,21,0,0,11
182,Ano Comum,71,5759,3,18,0,0,6,100,2,8,38,1,0,11,6,29,6,8,15,0,0,2,0,0,23,8,0,103,0,0,0,10,20,6,119,7,2,24,0,0,20
183,Ano Comum,72,673,4,9,0,0,9,117,8,0,51,2,0,10,0,35,6,22,17,0,0,7,0,0,27,29,0,105,0,0,0,11,11,6,128,11,2,10,0,0,11
184,Ano Comum,73,171,4,11,0,0,5,89,3,6,41,0,0,13,2,14,0,6,15,0,0,4,0,0,16,14,0,48,0,0,0,4,3,5,59,5,3,4,0,0,14
185,Ano Comum,74,565,4,22,0,0,6,141,6,6,33,1,1,9,1,40,2,39,24,0,0,20,1,0,39,21,0,112,0,0,0,7,12,2,126,5,2,27,0,0,24
186,Ano Comum,75,1069,4,4,0,0,3,28,1,2,31,1,0,2,2,13,1,6,4,0,0,2,0,0,6,1,0,34,0,0,0,4,1,3,49,6,0,4,0,0,4
187,Ano Comum,76,94,4,8,0,0,3,52,2,1,61,1,0,21,1,33,4,49,9,0,0,32,0,0,45,42,0,240,0,1,0,23,3,4,64,1,0,1,0,0,8
188,Ano Comum,77,75,4,1,1,0,2,40,2,0,15,2,2,10,1,14,1,16,14,0,0,30,0,0,19,70,0,99,0,0,0,12,7,5,38,6,0,3,0,0,2
189,Ano Comum,78,189,4,7,0,1,4,65,2,0,12,2,0,8,5,28,4,17,19,0,0,5,1,0,24,15,0,48,0,1,0,0,17,1,67,5,7,14,0,0,15
190,Ano Comum,79,33,4,6,0,1,0,44,2,0,14,1,0,6,0,13,1,5,6,0,0,2,0,0,13,13,0,43,0,0,0,1,4,1,46,4,0,5,0,0,7
191,Ano Comum,81,646,4,3,0,0,0,61,0,1,54,1,0,2,5,3,0,3,3,0,0,3,0,0,3,27,0,91,1,0,0,5,2,7,55,5,0,4,0,0,3
192,Ano Comum,82,3626,4,8,0,0,5,45,1,0,29,1,0,2,3,3,0,3,1,0,0,0,0,0,2,9,0,50,0,0,0,6,5,1,50,2,0,8,0,0,8
193,Ano Comum,88,579,3,2,0,0,2,73,2,2,22,0,0,1,0,0,0,2,0,0,0,0,0,0,4,2,0,19,0,1,0,5,12,11,29,4,0,5,0,0,2
194,Ano Comum,89,10952,3,3,0,0,3,120,1,3,25,1,0,4,1,5,0,14,4,0,0,1,0,0,12,9,0,101,0,0,0,5,5,11,89,5,0,11,0,0,3
195,Ano Comum,90,5472,3,2,0,0,4,85,0,1,20,0,0,14,1,13,3,9,1,0,0,1,0,0,8,6,0,89,0,0,0,5,12,7,100,9,0,0,0,0,2
196,Ano Comum,91,13048,3,0,0,0,0,58,1,2,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,45,0,0,0,2,5,3,32,3,0,11,0,0,0
197,Ano Comum,92,4783,3,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0
198,Ano Comum,93,1825,3,6,0,0,14,158,5,1,65,0,0,14,2,13,0,18,3,0,0,1,1,0,12,13,0,136,0,3,0,5,22,14,170,4,0,19,0,0,6
199,Ano Comum,94,5819,3,3,0,0,1,28,0,1,11,0,0,0,0,4,3,1,0,0,0,0,0,0,1,0,0,15,0,0,0,1,4,3,26,0,0,5,0,0,3
200,Ano Comum,95,5381,3,0,0,0,0,35,2,0,9,0,0,0,1,1,1,1,0,0,0,0,0,0,1,4,0,13,0,0,0,0,2,2,26,0,0,6,0,0,0
201,Ano Comum,96,608,3,3,0,0,3,36,2,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,2,3,2,26,1,0,7,0,0,3
202,Ano Comum,97,97,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,1,10,0,0,0,0,0,0
203,Ano Comum,98,1329,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,0,0,0,0,0
204,Ano Comum,99,2451,3,1,0,0,2,14,2,0,4,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,15,0,1,20,0,0,2
205,Ano Comum,100,3368,3,0,0,0,1,10,1,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,15,1,0,1,0,0,0
206,Ano Comum,104,2204,3,0,0,0,0,7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,3,4,0,0,1,0,0,0
207,Ano Comum,105,3147,3,1,0,0,0,112,7,1,41,2,0,3,2,3,0,9,0,0,0,4,0,0,7,21,0,102,1,0,0,15,16,8,87,1,0,11,0,0,1
208,Ano Comum,106,4811,3,0,0,0,1,25,2,2,15,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,33,0,0,0,3,9,5,21,1,0,3,0,0,0
209,Ano Comum,107,5805,3,1,0,0,0,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,4,0,17,10,0,1,0,0,1
210,Ano Comum,108,5439,3,2,0,0,0,67,0,1,19,3,0,5,0,8,5,4,3,0,0,1,0,0,2,5,0,53,0,0,0,3,17,2,119,3,0,5,0,0,2
211,Ano Comum,109,5417,3,0,0,0,0,8,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,8,0,0,0,0,1,3,6,0,0,2,0,0,0
212,Ano Comum,110,7706,3,3,0,0,3,97,1,1,48,0,0,3,0,3,1,2,0,0,0,1,0,0,2,13,0,71,0,1,0,9,8,15,66,5,0,11,0,0,3
213,Ano Comum,111,3955,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,4,0,0,1,0,0,0
214,Ano Comum,112,3219,3,0,0,0,0,16,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,2,0,0,0
215,Ano Comum,118,638,3,4,0,0,1,41,0,7,49,0,0,1,2,4,2,2,0,0,0,2,0,0,3,8,0,106,0,0,0,4,7,11,40,3,0,8,0,0,4
216,Ano Comum,119,4565,3,1,0,0,1,22,1,2,4,2,0,3,3,6,2,3,2,0,0,0,1,0,6,6,0,24,0,1,0,2,8,7,19,1,0,6,0,0,1
217,Ano Comum,120,9375,3,4,0,0,0,16,0,2,4,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,4,8,1,0,14,0,0,4
218,Ano Comum,121,4608,3,0,0,0,0,14,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,2,2,1,7,2,0,2,0,0,0
219,Ano Comum,122,3473,3,1,0,0,0,21,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2,1,9,0,0,5,0,0,1
220,Ano Comum,123,22378,3,7,0,0,5,53,2,3,36,0,0,4,1,14,4,12,3,0,0,4,0,0,7,23,0,98,0,1,0,5,36,3,39,1,0,31,0,0,7
221,Ano Comum,124,3536,3,0,0,0,0,33,3,0,24,0,0,1,0,1,0,2,0,0,0,0,0,0,2,9,0,57,0,0,0,3,10,6,26,3,0,14,0,0,0
222,Ano Comum,125,3328,3,1,0,1,1,29,2,0,16,1,0,2,1,4,1,3,1,0,0,0,0,0,3,4,0,39,0,0,0,3,10,7,29,0,0,7,0,0,2
223,Ano Comum,126,5707,3,8,0,0,9,91,7,2,24,0,0,7,3,7,0,8,4,0,0,4,1,0,13,13,0,179,0,1,0,17,17,7,111,7,0,12,0,0,8
224,Ano Comum,127,703,3,1,0,0,0,30,2,2,19,0,0,2,1,0,0,4,0,0,0,1,0,0,2,2,0,82,0,0,0,1,12,4,18,0,0,6,0,0,1
225,Ano Comum,128,229,3,5,0,0,2,42,1,2,26,1,0,1,0,7,0,1,0,0,0,0,0,0,3,11,0,77,0,0,0,2,4,3,36,0,2,10,0,0,7
226,Ano Comum,129,519,3,0,0,0,0,16,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,0,11,1,0,0,0,0,0
227,Ano Comum,134,2665,3,5,0,0,11,132,1,9,125,3,0,18,0,9,5,21,0,0,0,13,0,0,11,31,0,173,0,1,0,6,25,5,128,7,0,26,0,0,5
228,Ano Comum,135,4313,3,1,0,0,0,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6,9,0,0,9,0,0,1
229,Ano Comum,136,698,3,0,0,0,1,33,0,3,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,8,9,37,0,0,3,0,0,0
230,Ano Comum,137,3045,3,0,0,0,2,26,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,20,6,23,0,0,8,0,0,0
231,Ano Comum,138,250,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,3,0,0,0
232,Ano Comum,139,302,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,1,3,9,0,0,7,0,0,0
233,Ano Comum,140,5768,3,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,6,1,0,3,0,0,0
234,Ano Comum,141,10316,3,0,0,0,1,15,0,1,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,2,2,19,1,0,2,0,0,0
235,Ano Comum,142,5617,3,0,0,0,0,14,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,8,6,1,0,6,0,0,0
236,Ano Comum,143,21741,3,1,0,0,0,63,1,1,70,0,0,1,1,4,2,3,0,0,0,0,0,0,4,1,0,77,0,0,0,4,39,6,60,1,0,13,0,0,1
237,Ano Comum,144,5988,3,0,0,0,0,18,0,4,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,1,12,1,0,13,0,0,0
238,Ano Comum,145,455,3,2,0,0,2,24,0,2,22,0,0,0,0,0,0,2,0,0,0,1,0,0,1,5,0,44,0,0,0,0,0,2,17,0,0,5,0,0,2
239,Ano Comum,146,24841,3,8,0,0,9,76,1,6,83,1,0,5,1,5,0,14,0,0,0,2,1,0,3,6,0,65,0,0,0,1,11,2,57,3,0,18,0,0,8
240,Ano Comum,151,9334,3,2,0,1,8,63,2,2,51,2,1,3,1,3,1,4,0,0,0,3,0,0,3,8,0,115,0,0,0,12,11,13,117,14,0,17,0,0,3
241,Ano Comum,152,3751,3,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,3,0,0,3,0,0,0
242,Ano Comum,153,7493,3,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,1,12,0,0,1,0,0,0
243,Ano Comum,154,1941,3,0,0,0,1,23,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,17,0,0,0,0,2,5,24,0,0,6,0,0,0
244,Ano Comum,155,3979,3,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,3,0,0,0
245,Ano Comum,156,8148,3,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,4,4,0,0,6,0,0,0
246,Ano Comum,157,5898,3,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0
247,Ano Comum,158,3846,3,0,0,0,0,16,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,2,0,1,13,1,0,2,0,0,0
248,Ano Comum,159,9538,3,0,0,0,0,33,2,0,13,1,0,0,1,3,0,1,0,0,0,0,0,0,1,1,0,16,0,0,0,4,3,2,22,1,0,19,0,0,0
249,Ano Comum,165,3564,3,3,0,0,0,30,0,3,15,2,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,25,0,0,0,2,1,3,20,0,0,7,0,0,3
250,Ano Comum,166,8251,3,5,0,0,7,94,3,1,37,2,0,3,0,3,2,1,4,0,0,0,0,0,3,4,0,100,0,0,0,11,32,3,90,3,0,6,0,0,5
251,Ano Comum,167,9251,3,1,0,0,3,26,0,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,2,4,0,26,0,0,0,2,10,2,19,1,0,8,0,0,1
252,Ano Comum,168,8373,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,9,0,0,1,0,0,0
253,Ano Comum,1,35,1,0,0,0,0,30,0,0,30,0,0,12,0,2,5,24,4,2,0,26,2,0,20,18,0,177,0,0,0,67,1,8,20,1,0,1,0,0,0
254,Ano Comum,4,38,1,2,0,0,1,34,6,1,41,0,0,3,0,11,0,46,15,0,0,22,2,0,20,4,0,92,0,0,0,3,28,7,23,1,0,6,0,0,2
255,Ano Comum,5,3,1,2,0,0,3,65,4,0,17,4,0,15,2,7,1,28,6,0,0,22,1,0,49,12,0,240,0,2,0,25,9,5,45,2,0,10,0,0,2
256,Ano Comum,6,6,1,3,0,1,1,42,1,1,34,4,0,5,0,39,6,17,7,0,0,17,0,0,41,15,0,105,0,0,0,3,21,3,18,2,6,17,0,0,10
257,Ano Comum,7,52,1,0,0,0,0,17,0,0,2,1,4,1,2,15,0,2,0,1,0,5,0,0,20,10,0,31,0,0,0,2,2,1,16,2,1,3,0,0,1
258,Ano Comum,9,69,1,1,0,0,2,38,2,0,20,4,0,7,1,22,1,12,10,0,0,9,0,0,29,56,0,157,0,1,0,13,7,2,34,5,0,2,0,0,1
259,Ano Comum,10,82,1,0,0,0,1,41,2,0,24,2,0,5,2,14,0,24,7,0,0,17,1,0,26,72,0,206,0,2,0,24,7,1,45,4,0,5,0,0,0
260,Ano Comum,12,32,1,0,0,0,0,57,1,0,12,0,0,7,3,3,0,18,2,0,0,10,0,0,44,19,0,287,0,1,0,17,11,1,34,7,1,3,0,0,1
261,Ano Comum,13,19,1,2,0,0,0,26,1,0,9,0,0,8,5,2,0,14,3,0,0,9,0,0,26,16,0,185,0,1,0,12,10,3,25,1,0,1,0,0,2
262,Ano Comum,14,52,1,2,0,0,0,40,2,3,34,2,0,5,4,15,0,21,1,0,0,21,1,0,42,24,0,309,0,2,0,19,9,3,36,2,1,2,0,0,3
263,Ano Comum,15,199,1,0,0,0,1,20,0,0,29,3,0,2,2,2,0,4,4,0,0,3,0,0,8,16,0,83,0,0,0,9,15,1,16,5,0,16,0,0,0
264,Ano Comum,16,1754,1,6,0,0,2,104,3,11,77,4,0,12,7,53,1,28,9,1,0,18,0,0,54,54,0,310,0,3,0,66,10,4,132,5,0,10,0,0,6
265,Ano Comum,17,111,1,2,0,0,7,41,5,0,55,4,0,4,0,40,7,18,7,0,0,16,0,0,30,16,0,62,0,0,0,10,44,9,26,5,1,16,0,0,3
266,Ano Comum,18,35,1,4,0,1,2,24,0,2,17,2,0,5,2,48,1,32,1,0,0,24,0,0,60,28,0,98,0,1,0,7,14,0,21,2,0,3,0,0,5
267,Ano Comum,19,404,1,0,0,1,4,52,0,2,25,1,0,20,1,25,6,41,3,0,0,30,2,0,51,36,0,149,0,1,0,7,13,0,49,3,3,9,0,0,4
268,Ano Comum,20,112,1,2,0,0,8,40,0,0,23,0,0,4,0,44,5,15,5,0,0,26,1,0,39,33,0,87,0,0,0,9,8,6,37,2,7,10,0,0,9
269,Ano Comum,21,148,1,11,0,0,6,82,3,2,65,5,0,7,1,149,9,40,33,0,0,21,0,0,122,40,0,117,0,1,0,15,41,9,52,8,2,17,2,0,13
270,Ano Comum,22,162,1,7,0,0,0,45,1,1,27,1,0,14,3,143,24,25,11,0,0,18,0,0,88,49,0,96,0,0,0,9,17,2,32,3,4,16,0,0,11
271,Ano Comum,23,47,1,6,0,1,3,66,0,0,21,2,0,27,0,86,9,42,7,0,0,38,0,0,83,42,0,113,0,1,0,29,3,2,64,7,4,6,1,0,11
272,Ano Comum,24,74,1,5,0,1,0,61,6,0,38,0,0,7,1,99,7,18,4,0,0,18,0,0,88,16,0,51,0,0,0,10,17,1,45,2,2,23,0,0,8
273,Ano Comum,25,82,1,4,0,2,0,37,0,1,23,0,0,7,2,75,6,23,4,0,0,19,1,0,77,9,0,51,0,0,0,4,65,3,31,6,1,61,0,1,7
274,Ano Comum,26,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Ano Comum,27,141,1,14,0,0,8,79,0,1,17,2,0,14,1,126,5,26,3,0,0,21,4,0,97,62,0,78,0,0,0,11,5,5,49,2,2,9,0,0,16
276,Ano Comum,28,189,1,8,0,0,3,41,0,0,30,1,0,7,0,66,1,15,15,0,0,11,1,0,53,21,0,71,0,0,0,8,6,6,60,8,6,8,0,0,14
277,Ano Comum,29,88,1,13,0,0,4,82,1,2,23,3,0,16,0,79,2,38,33,0,0,37,1,0,69,30,0,134,0,1,0,12,2,0,46,7,4,3,0,0,17
278,Ano Comum,30,9,1,7,0,0,13,91,1,2,15,0,0,6,1,85,2,26,8,0,0,18,1,0,61,18,0,77,0,1,0,8,4,0,71,4,3,12,0,0,10
279,Ano Comum,31,142,1,1,0,0,1,4,0,0,0,2,0,1,0,4,0,0,1,0,0,0,0,0,6,1,0,1,0,0,0,1,1,0,5,0,0,0,0,0,1
280,Ano Comum,32,983,1,8,1,0,6,178,6,3,50,2,0,13,4,46,6,16,8,0,0,18,1,0,50,10,0,135,0,0,0,16,15,0,131,5,4,33,0,0,13
281,Ano Comum,33,546,1,9,0,0,6,90,3,5,37,3,1,6,0,56,7,34,12,0,0,24,0,0,43,32,0,60,0,0,0,11,6,0,71,11,1,26,0,0,10
282,Ano Comum,34,678,1,16,0,0,7,121,9,2,48,3,0,10,4,101,15,49,19,0,0,47,0,0,77,39,0,136,0,0,0,12,28,11,95,8,1,79,0,0,17
283,Ano Comum,35,3087,1,30,0,0,9,288,7,11,111,7,0,14,5,87,7,42,27,0,0,22,1,0,66,83,0,242,0,0,0,23,11,8,211,23,1,39,0,0,31
284,Ano Comum,36,1525,1,33,0,0,3,157,11,1,61,6,0,12,0,44,2,17,19,0,0,12,0,0,30,17,0,111,0,0,0,7,12,3,143,10,0,11,0,0,33
285,Ano Comum,37,414,1,4,0,0,6,74,1,3,39,11,0,6,2,90,9,29,8,0,0,14,0,0,80,17,0,101,0,0,0,17,12,6,78,12,4,15,0,0,8
286,Ano Comum,38,158,1,4,0,0,5,63,1,1,24,4,0,14,2,121,13,26,6,0,0,8,1,0,87,35,0,68,0,1,0,11,16,4,66,7,3,14,0,0,7
287,Ano Comum,39,15,1,32,0,1,6,77,1,2,21,4,1,11,2,87,10,53,14,0,0,38,0,0,78,18,0,63,0,0,0,4,13,6,63,4,19,24,0,0,52
288,Ano Comum,40,77,1,6,0,0,1,71,1,1,24,2,0,7,2,43,11,19,18,0,0,10,0,0,34,12,0,43,0,0,0,2,3,3,40,2,1,17,0,0,7
289,Ano Comum,41,188,1,4,0,0,0,50,1,2,30,0,0,12,3,44,3,16,7,0,0,17,1,0,44,35,0,109,0,0,0,5,7,4,46,7,0,10,0,0,4
290,Ano Comum,44,97,1,11,0,0,1,42,1,0,17,2,0,8,0,80,6,8,7,0,0,19,0,0,64,7,0,58,0,1,0,3,12,7,36,3,0,12,0,0,11
291,Ano Comum,48,2838,2,4,0,1,1,32,0,1,14,1,0,1,3,7,3,1,0,0,0,0,0,0,5,1,0,22,0,0,0,0,5,3,31,3,0,8,0,0,5
292,Ano Comum,50,2743,2,5,0,0,3,58,0,0,33,1,0,2,5,9,1,4,2,0,0,1,0,0,2,12,0,46,0,0,0,5,12,12,41,3,0,14,0,0,5
293,Ano Comum,51,1797,2,2,0,0,2,31,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,14,0,0,0,3,3,1,24,2,0,0,0,0,2
294,Ano Comum,52,407,2,3,0,0,0,63,3,3,39,1,0,5,1,71,6,33,6,0,0,18,2,0,53,31,0,117,0,1,0,9,2,11,42,1,0,2,0,0,3
295,Ano Comum,53,339,2,4,0,0,0,76,1,1,12,2,0,2,1,17,3,15,10,0,0,8,0,0,10,12,0,36,0,0,0,1,8,1,85,7,1,15,0,0,5
296,Ano Comum,54,778,2,27,0,0,12,196,9,0,26,2,0,5,1,42,6,14,10,0,0,4,0,0,30,16,0,81,0,0,0,10,13,5,144,19,2,16,0,0,29
297,Ano Comum,55,1576,2,13,0,0,7,86,3,1,15,0,0,1,1,13,4,10,1,0,0,5,0,0,11,4,0,54,0,0,0,5,16,11,58,6,0,17,0,0,13
298,Ano Comum,56,1172,2,19,0,0,3,82,6,2,14,0,0,6,0,29,3,8,8,0,0,5,0,0,23,10,0,70,0,0,0,2,6,4,61,9,5,20,0,0,24
